hospitalName,evaluation,address
서울아동병원,4등급,"부산광역시 북구 금곡대로 312 5,6,7층 (화명동, 한마음메디칼)"
서울아동병원,3등급,경상북도 구미시 여헌로 30  4층 (인의동)
서울아동병원,2등급,"울산광역시 남구 북부순환도로 25 지하1, 3~6층 (무거동)"
서울아동병원,4등급,경상남도 거제시 서문로5길 6 (고현동)
서울아동의원,1등급,부산광역시 사하구 다대로 473 (다대동)
서울아산 이비인후과의원,1등급,울산광역시 북구 매산로 15 참조은빌딩 3층 (매곡동)
서울아산365소아청소년과의원,3등급,경기도 이천시 남천로 82 3층 301호 (중리동)
서울아산가정의학과의원,1등급,"인천광역시 부평구 부영로189번길 51 오남프라자 507호, 508(일부)호 (산곡동)"
서울아산김내과의원,1등급,"경기도 의왕시 내손로 82 402호 (내손동, 신성프라자)"
서울아산나은의원,1등급,"경기도 하남시 미사강변서로 167-1 2층 (망월동, 미사강변도시17단지)"
서울아산내과의원,1등급,"경기도 평택시 탄현로 58 강희프라자  4층 402,403호 (서정동)"
서울아산내과의원,2등급,"세종특별자치시 조치원읍 새내로 97 2층, 7층"
서울아산내과의원,2등급,울산광역시 남구 삼산로 272 3층 301호 (삼산동)
서울아산내과의원,2등급,부산광역시 기장군 기장읍 차성남로51번길 30 30
서울아산내과의원,3등급,"서울특별시 구로구 신도림로19길 7 성광빌딩 309,310호 (신도림동)"
서울아산내과의원,1등급,"서울특별시 중랑구 망우로 403 3층 (망우동, 삼부빌딩)"
서울아산베스트의원,1등급,경기도 시흥시 정왕시장길 52 203-204호 (정왕동)
서울아산샘내과의원,1등급,"서울특별시 송파구 오금로 505 (거여동, 401호)"
서울아산센트럴의원,5등급,경기도 군포시 송부로34번길 35 센트럴프라자 2층 (도마교동)
서울아산신경과의원,3등급,"서울특별시 서초구 남부순환로350길 4 7층 (양재동, 대진빌딩)"
서울아산의원,5등급,서울특별시 서대문구 증가로 129 2층 (남가좌동)
서울아산이비인후과의원,5등급,"인천광역시 남동구 호구포로 808 수정빌딩 301일부,302일부호 (구월동)"
서울아산이비인후과의원,4등급,제주특별자치도 서귀포시 동문로 5 (서귀동)
서울아산이비인후과의원,4등급,경기도 시흥시 목감우회로 51 3층 305호 (목감동)
서울아산이비인후과의원,2등급,"경기도 광명시 오리로 865 2층 1호 (철산동, 명지빌딩)"
서울아산이비인후과의원,4등급,"경기도 남양주시 별내5로5번길 3 402호 (별내동, 마들프라자)"
서울아산이비인후과의원,3등급,"대전광역시 서구 구봉로 139 304,305,306,307호 (관저동)"
서울아산임내과의원,1등급,"경기도 광명시 하안로 200 3층 301-302호 (소하동, 스페이스B/D)"
서울아산탑내과의원,1등급,서울특별시 송파구 마천로 25 민성빌딩 2층 (방이동)
서울아이병원,3등급,"경상남도 양산시 양산역로 71 3층일부,5,6,7층 (중부동, 노바메디칼센터)"
서울아이키소아청소년과의원,1등급,"경기도 의정부시 오목로225번길 162 302호 (민락동, 민락시티프라자)"
서울아침의원,4등급,"울산광역시 남구 대학로 128 3층 (무거동, 하늘빌딩)"
서울안내과의원,1등급,서울특별시 마포구 월드컵로 75 3층 (망원동)
서울안심내과의원,1등급,서울특별시 강서구 강서로 193 2층 (화곡동)
서울앤서울소아과의원,4등급,"경기도 동두천시 지행로 50 407호 (지행동, 성지타워)"
서울앤연세이비인후과의원,1등급,"서울특별시 영등포구 당산로45길 1 201호 (당산동5가, 삼성쉐르빌상가)"
서울양병원,1등급,서울특별시 강동구 천호대로 1159 (길동)
서울어린이병원,3등급,경기도 오산시 경기대로 209 (원동)
서울엔도내과의원,1등급,경기도 성남시 분당구 서현로 184 213호 (서현동)
서울엘리트가정의원,3등급,서울특별시 광진구 구의로 23 2층 (구의동)
서울엘소아청소년과의원,1등급,"경기도 남양주시 와부읍 덕소로 180 313, 314호 (덕소두산위브아파트 상가동)"
서울엠비(MB)내과의원,3등급,"서울특별시 광진구 능동로 18 (자양동, 이튼타워 3차 113호,114호,116호,117호)"
서울여성병원,1등급,"경기도 김포시 김포대로 829 (사우동, 서울여성병원)"
서울여성병원,1등급,"경기도 부천시 길주로 84 1~7층,8층 일부, 서울여성병원 / 길주로 74 3층 일부 (건강검진센터)  (상동)"
서울여성의원,2등급,전라남도 영광군 영광읍 신남로 220 (영광읍)
서울연세웰소아청소년과의원,2등급,서울특별시 금천구 금하로 720 208호 (시흥동)
서울연세의원,5등급,"서울특별시 동대문구 이문로 188 2,3층 (이문동)"
서울연합내과의원,5등급,"경기도 남양주시 별내5로5번길 11 302,303호 (별내동, 성산메디칼타워)"
서울연합내과의원,2등급,"경기도 광명시 오리로 853 2층 (철산동, 광덕빌딩)"
서울연합내과의원,2등급,경상북도 상주시 상산로 251 3층 (남성동)
서울연합내과의원,1등급,경기도 고양시 덕양구 보광로 2 2층 (고양동)
서울연합내과의원,1등급,충청남도 부여군 부여읍 중앙로 9 2층 (정진빌딩)
서울연합내과의원,1등급,경상북도 문경시 중앙로 81 (점촌동)
서울연합메디컬의원,1등급,충청북도 청주시 상당구 상당로69번길 15 대신증권 2층 (북문로1가)
서울연합소아청소년과의원,3등급,경기도 양주시 옥정동로 274 302호 (옥정동)
서울연합의원,2등급,경상북도 포항시 남구 송림로 27 (송도동)
서울연합의원,4등급,서울특별시 중랑구 중랑역로 62 4층 401호 (중화동)
서울연합의원,3등급,전라남도 여수시 새터로 102 (신기동)
서울연합의원,5등급,"경기도 하남시 신장동로 162 4층 (신장동, 현대빌딩)"
서울연합의원,5등급,충청북도 음성군 대소면 오태로 175 (대소면)
서울연합의원,1등급,경기도 고양시 덕양구 통일로 784 (관산동)
서울연합의원,2등급,경기도 오산시 궐리사로 37 2층 (궐동)
서울연합의원,1등급,경상북도 경산시 대학로 336 (조영동)
서울연합의원,5등급,"경기도 수원시 권선구 경수대로 295 2,4층 (세류동)"
서울연합의원,1등급,광주광역시 동구 화산로 355 2층 (용산동)
서울연합의원,1등급,경상북도 청도군 청도읍 고수서2길 10-5 10
서울연합의원,4등급,"충청남도 천안시 동남구 봉정로 20 (봉명동, 하나의원)"
서울연합의원,4등급,경기도 남양주시 진접읍 금강로 1530-2 2~3층
서울연합의원,5등급,인천광역시 중구 하늘중앙로195번길 14 이은스퀘어 3층 304호 (중산동)
서울연합의원,3등급,"경기도 화성시 동탄순환대로 685 504호 (영천동, 동탄메디피아)"
서울연합의원,3등급,충청북도 제천시 의림대로 264 (청전동)
서울연합의원,2등급,"서울특별시 노원구 상계로35길 2 2층, 3층 (상계동)"
서울연합의원,4등급,"경상남도 창원시 성산구 대암로 40-14 (남양동, 동양람세스빌 302.303호)"
서울연합의원,1등급,"세종특별자치시 소정면 소정구길 169 1,2층"
서울연합이비인후과의원,5등급,경기도 양주시 백석읍 양주산성로 565 301호
서울연합항외과의원,1등급,충청북도 청주시 상당구 상당로 12 (서운동)
서울열린내과의원,4등급,"경기도 부천시 삼작로 252 2층 (도당동, 정남프라자)"
서울열린의원,4등급,서울특별시 동작구 성대로 5 2층 (상도동)
서울영상의학과의원,3등급,서울특별시 강서구 강서로 360 502호 (내발산동)
서울예사랑내과의원,2등급,"대전광역시 서구 관저북로13번길 23-12 5층 (관저동, 한빛빌딩)"
서울온의원,2등급,"경기도 안양시 동안구 관평로 314 3층 (관양동, 테라리움)"
서울외과의원,2등급,세종특별자치시 조치원읍 새내로 68-1 68
서울외과의원,1등급,전라북도 전주시 덕진구 안덕원로 288 (인후동1가)
서울외과의원,5등급,대전광역시 동구 동서대로 1651 (용전동)
서울외과의원,5등급,충청남도 논산시 연무읍 안심로 115-1 (연무읍)
서울외과의원,1등급,경기도 광주시 중앙로 95-3 (역동)
서울외과의원,1등급,경기도 군포시 군포로 546 (당동)
서울외과의원,3등급,강원도 철원군 동송읍 이평2로 13 (서울외과병원)
서울외과의원,3등급,충청북도 보은군 보은읍 보은로 114 (보은읍)
서울우리내과의원,2등급,서울특별시 강북구 숭인로 63 3층 (미아동)
서울우리내과의원,3등급,"서울특별시 영등포구 신풍로 113 5,6,7층 (신길동, 시월빌딩)"
서울우리들내과의원,2등급,"서울특별시 중랑구 면목로39길 8 (면목동, 한성빌딩)"
서울우리의원,1등급,충청북도 음성군 금왕읍 금석로 77 2층
서울원정형외과 소아청소년과의원,3등급,서울특별시 관악구 봉천로27길 62 (봉천동)
서울웰마취통증의학과의원,1등급,충청북도 청주시 흥덕구 가경로 10 엘리트빌딩 2~3층 (가경동)
서울웰빙의원,4등급,경상북도 구미시 산호대로25길 16 (옥계동)
서울위즈소아청소년과의원,1등급,"경기도 수원시 영통구 센트럴타운로 94 302호 (이의동, 앤에스코어)"
서울유니언이비인후과의원,1등급,서울특별시 영등포구 의사당대로 108 (여의도동)
서울유니언이비인후과의원,3등급,서울특별시 종로구 종로 137 3층 (종로3가)
서울유니언이비인후과의원,4등급,"서울특별시 중랑구 면목로 495 (상봉동, 이레빌딩)"
서울유니언이비인후과의원,2등급,"서울특별시 동작구 동작대로 89 403호 (사당동, 골든시네마타워)"
서울유앤이비인후과의원,1등급,인천광역시 남동구 인하로 616 205호 (구월동)
서울유의원,1등급,서울특별시 강동구 천호대로187길 61 2층 (길동)
서울으뜸소아청소년과의원,1등급,"경기도 평택시 비전3로 25 301호 (비전동, 골든프라자)"
서울으뜸정형외과의원,1등급,서울특별시 금천구 독산로 210 2층 (독산동)
서울의원,4등급,경기도 김포시 하성면 태산로 15 ()
서울의원,2등급,경상남도 창원시 마산회원구 구암서6길 3 (구암동)
서울의원,1등급,충청남도 서산시 운산면 오리안2길 1 ()
서울의원,1등급,전라북도 군산시 동아로 148 (산북동)
서울의원,5등급,강원도 인제군 인제읍 비봉로 43 (인제읍)
서울의원,3등급,경상북도 울진군 후포면 울진대게로 24-6 ()
서울의원,1등급,경상북도 포항시 북구 기계면 기계로 56 56
서울의원,1등급,경기도 포천시 소흘읍 솔모루로 98-8 (소흘읍)
서울의원,5등급,서울특별시 성북구 인촌로 92 2층 (안암동5가)
서울의원,5등급,서울특별시 중랑구 상봉중앙로1길 32 2층 (상봉동)
서울의원,5등급,"경기도 고양시 덕양구 통일로 774 2, 3, 지하층 (관산동)"
서울의원,5등급,경기도 화성시 우정읍 조암남로 8 ()
서울의원,2등급,전라남도 신안군 지도읍 봉리길 16-3 ()
서울의원,1등급,충청남도 천안시 동남구 병천면 충절로 1742 1742
서울의원,5등급,"경기도 안산시 상록구 건건3길 5 401호 (건건동, 센타프라자)"
서울의원,1등급,경기도 남양주시 진접읍 광릉내로 108 2층
서울의원,5등급,강원도 춘천시 공지로 133 (석사동)
서울의원,4등급,서울특별시 강북구 삼양로 613 2층 (우이동)
서울의원,5등급,울산광역시 울주군 온산읍 덕신로 266 (온산읍)
서울의원,1등급,경기도 연천군 전곡읍 전곡로167번길 6 (전곡읍)
서울의원,2등급,충청남도 보령시 해수욕장5길 8 (신흑동)
서울의원,2등급,경상남도 산청군 산청읍 중앙로 19 (산청읍)
서울의원,5등급,"서울특별시 노원구 월계로 370 (월계동, 희성프라자201-202호)"
서울의원,1등급,세종특별자치시 금남면 용포로 53 (금남면)
서울의원,3등급,울산광역시 남구 신복로72번길 28-14 2층 (무거동)
서울의원,1등급,경기도 파주시 문산읍 문향로 107 서울의원
서울의원,2등급,서울특별시 영등포구 영중로 47 2층 (영등포동6가)
서울의원,5등급,충청남도 예산군 고덕면 고덕중앙로 49 (고덕면)
서울의원,5등급,서울특별시 은평구 갈현로 206 2층 (갈현동)
서울의원,3등급,충청남도 아산시 둔포면 둔포중앙로137번길 7-5 ()
서울의원,2등급,경기도 부천시 고리울로52번길 14 (고강동)
서울의원,5등급,"인천광역시 남동구 포구로 96 203호일부, 204호 (논현동, 주공A상가)"
서울의원,5등급,강원도 강릉시 주문진읍 주문로 127 127
서울의원,1등급,서울특별시 관악구 쑥고개로 59 (봉천동)
서울의원,1등급,경상남도 진주시 일반성면 동부로1993번길 14 (일반성면)
서울의원,1등급,"경기도 하남시 미사강변서로 65 근린생활시설2동 114호 (풍산동, 미사강변제일풍경채)"
